万念俱灰	1.4	7.4
万岁	7.6	7.6
落伍	3.6	4.2
落空	3.4	5.8
解决	6.2	4.8
解脱	6.2	6
诧异	4.2	6.8
诡计	3.4	5.2
诙谐	6.4	4.6
夸大	3.6	5
诚	6.8	4.8
诚心	7	4.6
诚实	7.2	4.8
贼	2.6	6
躲避	3.6	4.8
遇难	2	6.4
过失	3	5.4
过错	3.2	5
违心	3	5.2
违犯	3	5.2
违抗	2.8	6.8
违法	2.4	6.6
违纪	2.6	5.6
违约	2.8	5.6
违背	3	4.8
违规	3.4	5.2
顽固	3.2	6.4
顽强	5	6.2
鼓舞	6.6	6.8
厌世	2.2	6.6
厌食	2.8	5.2
厌倦	3.2	4.2
厌恶	2.6	7.2
厌烦	3	5.6
叹	4	3.6
叹息	3.4	3.8
叹气	3.2	4
嫩	5.2	4.4
宁静	6.2	1.6
对抗	4	7.2
对质	3.8	7
惨	2.8	5
慢	4.4	2.8
慷慨	6.8	5.8
摧毁	2.8	7.2
荣幸	6.8	5.4
荣耀	7.6	7
荣誉	7.6	5.8
满足	7.4	4.6
满意	7.2	5.6
漂亮	7.2	6
漫不经心	3.2	3.4
琐事	3.8	4.6
琐碎	3.8	4.6
疑心	3.2	5.4
疑神	3.8	5.6
疑惑	3.8	4.8
疑虑	3.6	5
疑点	3.8	4.2
疑难	3.8	4.4
疑惧	3.8	6.2
疯	2.6	7.8
祸	3.2	6
福气	7	4.4
精力	5.4	4
精心	6.2	4.6
精美	6.4	4.2
精疲力尽	3	5.2
精疲力竭	3	5.4
精彩	7.6	7.6
紧张	3.6	7
紧绷	3.8	7.2
腐朽	2.8	4
腐臭	3	4.4
腐败	2.4	5.6
腐烂	2.6	4.8
认可	5.8	4
误	3.6	4
误会	3.2	5.4
误解	3.4	5.6
说谎	2.6	5.4
豪爽	7.2	6.8
豪华	6.8	5.8
轻快	6.2	4.8
轻忽	3.8	5.2
轻视	3.2	5.6
轻蔑	2.6	6.8
轻松	6	2.2
远离	4.4	3.8
鄙	2.8	6.2
酷刑	2	8.2
酷爱	8	7.2
酸	4.6	4.8
酸甜苦辣	4.8	5.2
铭印	5.8	6.2
肮脏	3.2	4.6
鼻酸	3.4	6.4
僵化	3.8	4
僵住	3.8	3.6
僵冷	3.6	3.4
僵局	3.8	4.2
僵持	3.4	5.6
僵硬	3.4	5.4
剧烈	4.6	8.2
唠叨	3.8	5.8
恶	2.4	6
恶心	2.2	6.8
堕落	2.4	6.2
妩媚	6.6	5.6
嬉笑	5.8	5.6
娇弱	3.8	3.4
宽大	6.2	4.2
宽容	7	3.2
德行	6.6	3.2
庆功	7	7.2
庆生	6.4	6.4
庆幸	6.4	6
庆贺	7	6
忧心	3.6	6
忧患	3.2	5.4
忧劳	3.6	5.6
忧伤	3	5.6
忧愁	2.8	5.4
忧烦	3	5.4
忧虑	2.8	6.2
忧郁	2.4	4.8
憎	2.2	6.8
怜惜	4.6	4.8
愤	2.6	7.6
挚情	7.2	5.4
挚爱	7.8	6.2
挚诚	7.6	6
撒谎	3.2	5.2
抚育	6	3.8
敌视	3	6.6
敌意	3.4	6.4
敌对	2.8	7
暴力	2.2	7.8
暴怒	1.8	8.4
暴躁	2.8	8
乐	6.6	5.6
乐子	6.2	4.2
乐不	5.2	4.4
乐天	6.8	4.6
乐在其中	7	5.6
乐此	6.4	5
乐而	6.2	4.4
乐得	6.2	4.4
乐善	6.4	4.4
乐园	6.4	5.4
乐极生悲	2.8	6.8
乐趣	6.4	5
乐观	7	5
叹为观止	6.6	7.6
毅然	5.8	6.4
洁净	6.2	4.6
热切	6.2	6.4
热烈	6.4	7.6
热衷	6.4	6.4
热情	6.6	6.4
热望	6.2	6
热泪盈眶	5	7.6
热闹	6.4	6.6
奖	6.8	5.2
奖助	7	5.2
奖杯	7.4	5.4
奖状	7.4	5.2
奖金	7.6	5.6
奖品	7.4	5.6
奖章	6.8	5
奖牌	6.8	5.2
奖赏	6.6	5.4
奖学金	7.4	5.6
奖励	7	5.2
确定	6.2	5.2
确信	6.2	5.4
穷	3.6	4
穷困	3	4.2
糊涂	3.8	3.6
缓和	5.2	3.2
蔑视	2.6	6.6
冲突	3.4	6.8
冲击	3.2	7.2
调皮	5	4.8
调戏	3.6	6.2
贱民	2.2	7.6
贱骨头	1.8	7.8
质疑	3.6	5.6
辉煌	7	6.2
适宜	6.4	5
适时	6.2	5
适当	6.2	4.6
遭受	3.6	5.8
铤而走险	3	7
震怒	2.4	8.2
震颤	3.2	7.4
震惊	3.6	7.4
霉运	2.8	5.4
养育	6.2	4
魄力	7	6.2
魅力	7.2	5.6
懊悔	3.4	6.4
懊恼	3.2	7
战火	3	6.8
战争	3	7.2
战斗	3	7
战胜	7.4	7.4
战乱	3	7.2
拥抱	6.4	5.6
拥护	6.4	6
擅长	6.2	5
操心	3.8	5.6
操守	5.2	3.8
操劳	3.6	5.2
担保	5	4.8
担忧	3.6	4.8
整齐	6.6	4.2
整洁	6.8	4.2
机敏	7	5.6
机警	7	6.4
机灵	7	6
激怒	2.6	7.8
激动	4.8	7.8
激情	5.4	7.4
激励	7.2	6.8
独自	4.2	3.2
独创	6.2	4.2
瘸	3.4	3.6
积极	6.6	6.6
罹难	1.8	7
腻	3.6	4
兴旺	6.8	5.6
兴致	6.2	6
兴趣	6.6	5.4
兴奋	7.4	7.2
融洽	7.4	5
褫夺	2.6	7.4
亲	6.6	5.8
亲吻	7.2	7.4
亲和	7	4.4
亲密	7.6	6.2
讽刺	3	6.8
诺言	6.8	5.8
谋杀	1.6	7.8
踊跃	6.8	6.8
蹂躏	2.2	7.6
输家	3	5
输掉	3.4	5.2
迟到	3.8	5
迟钝	3.6	3.6
迟疑	3.6	4.8
遗弃	2.8	5.8
遗憾	2.6	4.8
错	3	4.8
错乱	3	6.2
错误	3.2	5.6
头昏	3.2	4.6
默哀	2.2	4.2
优	6.8	5.4
优秀	7.6	6.6
优良	7.6	6.2
优柔寡断	3.2	4.6
优美	6.8	5.4
优胜	7.6	6.8
优惠	6.8	6.2
优雅	6.8	5
优势	6.8	6
优点	7	5
吓	3.6	6.8
压力	2.6	6.8
压抑	2.6	5.4
压制	3.6	6
压迫	2.8	7.2
尴尬	3.8	4.6
懦	3.2	4.2
击	4.8	6.6
击败	6	6.8
滥用	3	5.6
滥情	3	6.2
灿烂	6.6	6.4
获胜	7.8	7.2
获奖	7.8	7
瞧不起	3.2	6.2
糟	3.4	4.4
糟糕	3.2	5.2
糟蹋	2.4	7.2
繁琐	3.8	5
绷紧	4.2	7.2
聪明	7	4.8
胆小	3.6	4.6
胆怯	3.2	5.2
胆量	5.4	4.6
胆战心惊	2.8	7.6
艰困	3.2	6.6
艰辛	3	6.4
艰苦	3	6.6
艰深	3.4	6.4
艰巨	3.2	7.2
艰险	3	7.8
艰涩	3.2	7.2
艰难	3.2	7.2
亏损	3.2	5.6
亵渎	2.4	7.6
谢天谢地	7.4	7.4
谢意	6.2	6
丑	3.6	3.8
鲜明	6.4	5.4
鲜美	6.2	5.4
向往	6	5
简洁	6.2	4.8
谨慎	6.4	4.2
蹧蹋	2.6	7.2
镇定	5.4	2.8
镇静	5.4	1.8
镇压	3	7
杂乱	3.6	5.6
松懈	3.6	4.2
坏人	3.4	5.4
坏心	3.4	6
坏死	2.8	5
坏事	3.4	5.2
坏处	3.4	5
坏话	3.4	5
坏运	3	5.6
宠爱	6.8	5.6
惩罚	3.4	6.2
懒惰	3.4	4
懒散	3.6	3
怀乡	5	4.6
爆发	4.2	7.6
痴迷	3.8	6.8
稳健	7	5.2
赞同	7	5
辞职	4	4.8
难吃	3.4	5.8
难堪	3	6.4
难过	3	5.6
难闻	3.6	5.6
难熬	2.6	7.2
难题	3.6	5.2
愿	6	5
骗	3.4	6
严重	3.2	7
严峻	3	7.6
严格	3.8	6.8
严酷	2.8	7.6
严厉	3.8	7.4
宝贵	7	5
竞争	5	6.6
耀眼	6.6	6.4
触目惊心	2.6	8
触怒	2.8	7.4
触景伤情	2.8	6.2
赢取	6.4	6
赢钱	6.6	6.2
骚动	4	6.6
骚扰	3.4	6
惧怕	2.6	7.2
烂	2.8	5.6
牺牲	3.6	6.6
缠身	3.6	6.2
缠讼	3.6	5.6
缠绵	6.8	6.6
蠢	3	5.2
护	6	4.4
踌躇	4.2	4.8
顾虑	4.2	4.6
欢天喜地	8.2	7.8
欢心	7.2	6.6
欢呼	7.2	7.2
欢欣	7.2	7
欢笑	7.4	6.8
欢喜	7.4	6.8
欢愉	6.6	6.8
欢乐	7.2	6.8
欢声	7.2	6.2
欢欢喜喜	8	6.8
颤抖	3.2	6.8
骄傲	4.8	6.4
脏	3.2	4.6
搅乱	3	6.6
变味	3.4	5.2
变动	4.8	6
变质	3.4	5
惊	4.8	7
惊人	4.8	7.6
惊心	4.6	7.6
惊呆	4.4	7.8
惊奇	6.2	7.4
惊怕	3.6	7
惊恐	2.8	7.8
惊悚	2.8	7.8
惊异	3.8	7.2
惊讶	5	7.2
惊喜	7.2	7.4
惊愕	3.6	7.4
惊慌	3.2	7.6
惊叹	5.4	7.6
惊疑	4	7.2
惊叹	5	7.6
惊险	4	7.6
惊骇	3.2	7.8
惊吓	3	7.8
惊扰	3.4	6.8
体面	6.4	5.4
体贴	7	5.6
体会	6.4	4.4
体谅	6.6	4.8
灵巧	7.2	4.8
灵活	6.8	4.2
灵敏	6.6	4.2
灵感	6.2	4.2
龌龊	2.2	8
赞	7.6	5.6
赞不绝口	8.2	8
赞佩	7.8	7
赞叹	7.6	7.2
赞叹	7.6	7.2
赞赏	7.8	6.8
郁	3	4.8
贪污	1.8	7.6
